log_id,source,model,pred_label,proba_attack
7953,tcp,xgboost,benign,0.0
7954,tcp,xgboost,attack,1.0
7955,tcp,xgboost,benign,0.0
7956,tcp,xgboost,benign,0.0
7957,tcp,xgboost,benign,0.0
7958,tcp,xgboost,attack,1.0
7959,tcp,xgboost,attack,1.0
7960,tcp,xgboost,attack,1.0
7961,tcp,xgboost,benign,0.0
7962,tcp,xgboost,attack,1.0
7963,tcp,xgboost,benign,0.0
7964,tcp,xgboost,benign,0.0
7965,tcp,xgboost,benign,0.0
7966,tcp,xgboost,attack,1.0
7967,tcp,xgboost,attack,1.0
7968,tcp,xgboost,benign,0.0
7969,tcp,xgboost,benign,0.0
7970,tcp,xgboost,benign,0.0
7971,tcp,xgboost,benign,0.0
7972,tcp,xgboost,benign,0.0
7973,tcp,xgboost,benign,0.0
7974,tcp,xgboost,attack,1.0
7975,tcp,xgboost,attack,1.0
7976,tcp,xgboost,attack,1.0
7977,tcp,xgboost,benign,0.0
7978,tcp,xgboost,attack,1.0
7979,tcp,xgboost,attack,1.0
7980,tcp,xgboost,attack,1.0
7981,tcp,xgboost,attack,1.0
7982,tcp,xgboost,attack,1.0
7983,tcp,xgboost,attack,1.0
7984,tcp,xgboost,attack,1.0
7985,tcp,xgboost,attack,1.0
7986,tcp,xgboost,attack,1.0
7987,tcp,xgboost,attack,1.0
7988,tcp,xgboost,attack,1.0
7989,tcp,xgboost,attack,1.0
7990,tcp,xgboost,attack,1.0
7991,tcp,xgboost,attack,1.0
7992,tcp,xgboost,benign,0.0
7993,tcp,xgboost,benign,0.0
7994,tcp,xgboost,attack,1.0
7995,tcp,xgboost,benign,0.0
7996,tcp,xgboost,benign,0.0
7997,tcp,xgboost,attack,1.0
7998,tcp,xgboost,benign,0.0
7999,tcp,xgboost,benign,0.0
8000,tcp,xgboost,benign,0.0
8001,tcp,xgboost,attack,1.0
8002,tcp,xgboost,attack,1.0
8003,tcp,xgboost,benign,0.0
8004,tcp,xgboost,benign,0.0
8005,tcp,xgboost,attack,1.0
8006,tcp,xgboost,attack,1.0
8007,tcp,xgboost,attack,1.0
8008,tcp,xgboost,benign,0.0
8009,tcp,xgboost,benign,0.0
8010,tcp,xgboost,benign,0.0
8011,tcp,xgboost,benign,0.0
8012,tcp,xgboost,attack,1.0
8013,tcp,xgboost,benign,0.0
8014,tcp,xgboost,benign,0.0
8015,tcp,xgboost,benign,0.0
8016,tcp,xgboost,attack,1.0
8017,tcp,xgboost,benign,0.0
8018,tcp,xgboost,attack,1.0
8019,tcp,xgboost,benign,0.0
8020,tcp,xgboost,attack,1.0
8021,tcp,xgboost,attack,1.0
8022,tcp,xgboost,benign,0.0
8023,tcp,xgboost,attack,1.0
8024,tcp,xgboost,attack,1.0
8025,tcp,xgboost,attack,1.0
8026,tcp,xgboost,attack,1.0
8027,tcp,xgboost,attack,1.0
8028,tcp,xgboost,benign,0.0
8029,tcp,xgboost,attack,1.0
8030,tcp,xgboost,attack,1.0
8031,tcp,xgboost,benign,0.0
8032,tcp,xgboost,attack,1.0
8033,tcp,xgboost,attack,1.0
8034,tcp,xgboost,attack,1.0
8035,tcp,xgboost,benign,0.0
8036,tcp,xgboost,benign,0.0
8037,tcp,xgboost,benign,0.0
8038,tcp,xgboost,benign,0.0
8039,tcp,xgboost,benign,0.0
8040,tcp,xgboost,benign,0.0
8041,tcp,xgboost,attack,1.0
8042,tcp,xgboost,attack,1.0
8043,tcp,xgboost,benign,0.0
8044,tcp,xgboost,attack,1.0
8045,tcp,xgboost,attack,1.0
8046,tcp,xgboost,benign,0.0
8047,tcp,xgboost,attack,1.0
8048,tcp,xgboost,benign,0.0
8049,tcp,xgboost,attack,1.0
8050,tcp,xgboost,benign,0.0
8051,tcp,xgboost,attack,1.0
8052,tcp,xgboost,benign,0.0
8053,tcp,xgboost,benign,0.0
8054,tcp,xgboost,benign,0.0
8055,tcp,xgboost,benign,0.0
8056,tcp,xgboost,attack,1.0
8057,tcp,xgboost,attack,1.0
8058,tcp,xgboost,benign,0.0
8059,tcp,xgboost,benign,0.0
8060,tcp,xgboost,benign,0.0
8061,tcp,xgboost,attack,1.0
8062,tcp,xgboost,benign,0.0
8063,tcp,xgboost,benign,0.0
8064,tcp,xgboost,attack,1.0
8065,tcp,xgboost,benign,0.0
8066,tcp,xgboost,attack,1.0
8067,tcp,xgboost,attack,1.0
8068,tcp,xgboost,attack,1.0
8069,tcp,xgboost,benign,0.0
8070,tcp,xgboost,attack,1.0
8071,tcp,xgboost,benign,0.0
8072,tcp,xgboost,benign,0.0
8073,tcp,xgboost,benign,0.0
8074,tcp,xgboost,benign,0.0
8075,tcp,xgboost,attack,1.0
8076,tcp,xgboost,attack,1.0
8077,tcp,xgboost,benign,0.0
8078,tcp,xgboost,benign,0.0
8079,tcp,xgboost,benign,0.0
8080,tcp,xgboost,attack,1.0
8081,tcp,xgboost,benign,0.0
8082,tcp,xgboost,benign,0.0
8083,tcp,xgboost,attack,1.0
8084,tcp,xgboost,benign,0.0
8085,tcp,xgboost,benign,0.0
8086,tcp,xgboost,attack,1.0
8087,tcp,xgboost,attack,1.0
8088,tcp,xgboost,benign,0.0
8089,tcp,xgboost,benign,0.0
8090,tcp,xgboost,benign,0.0
8091,tcp,xgboost,attack,1.0
8092,tcp,xgboost,benign,0.0
8093,tcp,xgboost,benign,0.0
8094,tcp,xgboost,attack,1.0
8095,tcp,xgboost,attack,1.0
8096,tcp,xgboost,attack,1.0
8097,tcp,xgboost,benign,0.0
8098,tcp,xgboost,benign,0.0
8099,tcp,xgboost,attack,1.0
8100,tcp,xgboost,benign,0.0
8101,tcp,xgboost,attack,1.0
8102,tcp,xgboost,benign,0.0
8103,tcp,xgboost,attack,1.0
8104,tcp,xgboost,attack,1.0
8105,tcp,xgboost,attack,1.0
8106,tcp,xgboost,attack,1.0
8107,tcp,xgboost,benign,0.0
8108,tcp,xgboost,benign,0.0
8109,tcp,xgboost,attack,1.0
8110,tcp,xgboost,benign,0.0
8111,tcp,xgboost,benign,0.0
8112,tcp,xgboost,benign,0.0
8113,tcp,xgboost,attack,1.0
8114,tcp,xgboost,attack,1.0
8115,tcp,xgboost,attack,1.0
8116,tcp,xgboost,attack,1.0
8117,tcp,xgboost,benign,0.0
8118,tcp,xgboost,benign,0.0
8119,tcp,xgboost,attack,1.0
8120,tcp,xgboost,attack,1.0
8121,tcp,xgboost,benign,0.0
8122,tcp,xgboost,attack,1.0
8123,tcp,xgboost,attack,1.0
8124,tcp,xgboost,benign,0.0
8125,tcp,xgboost,attack,1.0
8126,tcp,xgboost,attack,1.0
8127,tcp,xgboost,benign,0.0
8128,tcp,xgboost,attack,1.0
8129,tcp,xgboost,attack,1.0
8130,tcp,xgboost,attack,1.0
8131,tcp,xgboost,benign,0.0
8132,tcp,xgboost,benign,0.0
8133,tcp,xgboost,attack,1.0
8134,tcp,xgboost,benign,0.0
8135,tcp,xgboost,attack,1.0
8136,tcp,xgboost,attack,1.0
8137,tcp,xgboost,attack,1.0
8138,tcp,xgboost,benign,0.0
8139,tcp,xgboost,attack,1.0
8140,tcp,xgboost,benign,0.0
8141,tcp,xgboost,benign,0.0
8142,tcp,xgboost,benign,0.0
8143,tcp,xgboost,benign,0.0
8144,tcp,xgboost,attack,1.0
8145,tcp,xgboost,attack,1.0
8146,tcp,xgboost,attack,1.0
8147,tcp,xgboost,benign,0.0
8148,tcp,xgboost,attack,1.0
8149,tcp,xgboost,attack,1.0
8150,tcp,xgboost,benign,0.0
8151,tcp,xgboost,attack,1.0
8152,tcp,xgboost,benign,0.0
8153,tcp,xgboost,benign,0.0
8154,tcp,xgboost,attack,1.0
8155,tcp,xgboost,benign,0.0
8156,tcp,xgboost,benign,0.0
8157,tcp,xgboost,benign,0.0
8158,tcp,xgboost,benign,0.0
8159,tcp,xgboost,benign,0.0
8160,tcp,xgboost,benign,0.0
8161,tcp,xgboost,attack,1.0
8162,tcp,xgboost,benign,0.0
8163,tcp,xgboost,attack,1.0
8164,tcp,xgboost,benign,0.0
8165,tcp,xgboost,attack,1.0
8166,tcp,xgboost,benign,0.0
8167,tcp,xgboost,benign,0.0
8168,tcp,xgboost,benign,0.0
8169,tcp,xgboost,benign,0.0
8170,tcp,xgboost,benign,0.0
8171,tcp,xgboost,attack,1.0
8172,tcp,xgboost,attack,1.0
8173,tcp,xgboost,benign,0.0
8174,tcp,xgboost,attack,1.0
8175,tcp,xgboost,benign,0.0
8176,tcp,xgboost,attack,1.0
8177,tcp,xgboost,attack,1.0
8178,tcp,xgboost,attack,1.0
8179,tcp,xgboost,benign,0.0
8180,tcp,xgboost,attack,1.0
8181,tcp,xgboost,attack,1.0
8182,tcp,xgboost,attack,1.0
8183,tcp,xgboost,attack,1.0
8184,tcp,xgboost,attack,1.0
8185,tcp,xgboost,attack,1.0
8186,tcp,xgboost,benign,0.0
8187,tcp,xgboost,benign,0.0
8188,tcp,xgboost,attack,1.0
8189,tcp,xgboost,attack,1.0
8190,tcp,xgboost,benign,0.0
8191,tcp,xgboost,benign,0.0
8192,tcp,xgboost,benign,0.0
8193,tcp,xgboost,attack,1.0
8194,tcp,xgboost,benign,0.0
8195,tcp,xgboost,attack,1.0
8196,tcp,xgboost,attack,1.0
8197,tcp,xgboost,attack,1.0
8198,tcp,xgboost,attack,1.0
8199,tcp,xgboost,benign,0.0
8200,tcp,xgboost,benign,0.0
8201,tcp,xgboost,benign,0.0
8202,tcp,xgboost,attack,1.0
8203,tcp,xgboost,benign,0.0
8204,tcp,xgboost,attack,1.0
8205,tcp,xgboost,benign,0.0
8206,tcp,xgboost,benign,0.0
8207,tcp,xgboost,attack,1.0
8208,tcp,xgboost,attack,1.0
8209,tcp,xgboost,benign,0.0
8210,tcp,xgboost,benign,0.0
8211,tcp,xgboost,benign,0.0
8212,tcp,xgboost,benign,0.0
8213,tcp,xgboost,attack,1.0
8214,tcp,xgboost,attack,1.0
8215,tcp,xgboost,attack,1.0
8216,tcp,xgboost,attack,1.0
8217,tcp,xgboost,attack,1.0
8218,tcp,xgboost,attack,1.0
8219,tcp,xgboost,attack,1.0
8220,tcp,xgboost,benign,0.0
8221,tcp,xgboost,attack,1.0
8222,tcp,xgboost,attack,1.0
8223,tcp,xgboost,benign,0.0
8224,tcp,xgboost,attack,1.0
8225,tcp,xgboost,attack,1.0
8226,tcp,xgboost,attack,1.0
8227,tcp,xgboost,benign,0.0
8228,tcp,xgboost,benign,0.0
8229,tcp,xgboost,benign,0.0
8230,tcp,xgboost,benign,0.0
8231,tcp,xgboost,attack,1.0
8232,tcp,xgboost,benign,0.0
8233,tcp,xgboost,benign,0.0
8234,tcp,xgboost,benign,0.0
8235,tcp,xgboost,benign,0.0
8236,tcp,xgboost,attack,1.0
8237,tcp,xgboost,attack,1.0
8238,tcp,xgboost,attack,1.0
8239,tcp,xgboost,benign,0.0
8240,tcp,xgboost,benign,0.0
8241,tcp,xgboost,attack,1.0
8242,tcp,xgboost,benign,0.0
8243,tcp,xgboost,benign,0.0
8244,tcp,xgboost,benign,0.0
8245,tcp,xgboost,attack,1.0
8246,tcp,xgboost,benign,0.0
8247,tcp,xgboost,attack,1.0
8248,tcp,xgboost,benign,0.0
8249,tcp,xgboost,attack,1.0
8250,tcp,xgboost,benign,0.0
8251,tcp,xgboost,attack,1.0
8252,tcp,xgboost,benign,0.0
8253,tcp,xgboost,attack,1.0
8254,tcp,xgboost,attack,1.0
8255,tcp,xgboost,attack,1.0
8256,tcp,xgboost,benign,0.0
8257,tcp,xgboost,attack,1.0
8258,tcp,xgboost,benign,0.0
8259,tcp,xgboost,benign,0.0
8260,tcp,xgboost,benign,0.0
8261,tcp,xgboost,attack,1.0
8262,tcp,xgboost,benign,0.0
8263,tcp,xgboost,attack,1.0
8264,tcp,xgboost,attack,1.0
8265,tcp,xgboost,attack,1.0
8266,tcp,xgboost,attack,1.0
8267,tcp,xgboost,attack,1.0
8268,tcp,xgboost,benign,0.0
8269,tcp,xgboost,attack,1.0
8270,tcp,xgboost,benign,0.0
8271,tcp,xgboost,benign,0.0
8272,tcp,xgboost,attack,1.0
8273,tcp,xgboost,benign,0.0
8274,tcp,xgboost,attack,1.0
8275,tcp,xgboost,benign,0.0
8276,tcp,xgboost,attack,1.0
8277,tcp,xgboost,benign,0.0
8278,tcp,xgboost,attack,1.0
8279,tcp,xgboost,benign,0.0
8280,tcp,xgboost,attack,1.0
8281,tcp,xgboost,benign,0.0
8282,tcp,xgboost,benign,0.0
8283,tcp,xgboost,benign,0.0
8284,tcp,xgboost,attack,1.0
8285,tcp,xgboost,benign,0.0
8286,tcp,xgboost,attack,1.0
8287,tcp,xgboost,attack,1.0
8288,tcp,xgboost,attack,1.0
8289,tcp,xgboost,benign,0.0
8290,tcp,xgboost,benign,0.0
8291,tcp,xgboost,attack,1.0
8292,tcp,xgboost,benign,0.0
8293,tcp,xgboost,benign,0.0
8294,tcp,xgboost,attack,1.0
8295,tcp,xgboost,attack,1.0
8296,tcp,xgboost,benign,0.0
8297,tcp,xgboost,attack,1.0
8298,tcp,xgboost,attack,1.0
8299,tcp,xgboost,attack,1.0
8300,tcp,xgboost,attack,1.0
8301,tcp,xgboost,attack,1.0
8302,tcp,xgboost,benign,0.0
8303,tcp,xgboost,attack,1.0
8304,tcp,xgboost,attack,1.0
8305,tcp,xgboost,benign,0.0
8306,tcp,xgboost,attack,1.0
8307,tcp,xgboost,attack,1.0
8308,tcp,xgboost,benign,0.0
8309,tcp,xgboost,attack,1.0
8310,tcp,xgboost,attack,1.0
8311,tcp,xgboost,benign,0.0
8312,tcp,xgboost,attack,1.0
8313,tcp,xgboost,attack,1.0
8314,tcp,xgboost,benign,0.0
8315,tcp,xgboost,attack,1.0
8316,tcp,xgboost,benign,0.0
8317,tcp,xgboost,benign,0.0
8318,tcp,xgboost,benign,0.0
8319,tcp,xgboost,attack,1.0
8320,tcp,xgboost,attack,1.0
8321,tcp,xgboost,benign,0.0
8322,tcp,xgboost,attack,1.0
8323,tcp,xgboost,attack,1.0
8324,tcp,xgboost,attack,1.0
8325,tcp,xgboost,benign,0.0
8326,tcp,xgboost,attack,1.0
8327,tcp,xgboost,attack,1.0
8328,tcp,xgboost,benign,0.0
8329,tcp,xgboost,attack,1.0
8330,tcp,xgboost,attack,1.0
8331,tcp,xgboost,attack,1.0
8332,tcp,xgboost,attack,1.0
8333,tcp,xgboost,attack,1.0
8334,tcp,xgboost,attack,1.0
8335,tcp,xgboost,benign,0.0
8336,tcp,xgboost,attack,1.0
8337,tcp,xgboost,attack,1.0
8338,tcp,xgboost,attack,1.0
8339,tcp,xgboost,attack,1.0
8340,tcp,xgboost,benign,0.0
8341,tcp,xgboost,attack,1.0
8342,tcp,xgboost,attack,1.0
8343,tcp,xgboost,attack,1.0
8344,tcp,xgboost,benign,0.0
8345,tcp,xgboost,benign,0.0
8346,tcp,xgboost,benign,0.0
8347,tcp,xgboost,attack,1.0
8348,tcp,xgboost,attack,1.0
8349,tcp,xgboost,benign,0.0
8350,tcp,xgboost,attack,1.0
8351,tcp,xgboost,attack,1.0
8352,tcp,xgboost,attack,1.0
8353,tcp,xgboost,attack,1.0
8354,tcp,xgboost,benign,0.0
8355,tcp,xgboost,benign,0.0
8356,tcp,xgboost,attack,1.0
8357,tcp,xgboost,attack,1.0
8358,tcp,xgboost,benign,0.0
8359,tcp,xgboost,benign,0.0
8360,tcp,xgboost,benign,0.0
8361,tcp,xgboost,benign,0.0
8362,tcp,xgboost,benign,0.0
8363,tcp,xgboost,attack,1.0
8364,tcp,xgboost,benign,0.0
8365,tcp,xgboost,benign,0.0
8366,tcp,xgboost,benign,0.0
8367,tcp,xgboost,attack,1.0
8368,tcp,xgboost,benign,0.0
8369,tcp,xgboost,benign,0.0
8370,tcp,xgboost,attack,1.0
8371,tcp,xgboost,attack,1.0
8372,tcp,xgboost,attack,1.0
8373,tcp,xgboost,attack,1.0
8374,tcp,xgboost,attack,1.0
8375,tcp,xgboost,benign,0.0
8376,tcp,xgboost,benign,0.0
8377,tcp,xgboost,attack,1.0
8378,tcp,xgboost,attack,1.0
8379,tcp,xgboost,benign,0.0
8380,tcp,xgboost,attack,1.0
8381,tcp,xgboost,attack,1.0
8382,tcp,xgboost,benign,0.0
8383,tcp,xgboost,benign,0.0
8384,tcp,xgboost,attack,1.0
8385,tcp,xgboost,attack,1.0
8386,tcp,xgboost,attack,1.0
8387,tcp,xgboost,benign,0.0
8388,tcp,xgboost,benign,0.0
8389,tcp,xgboost,benign,0.0
8390,tcp,xgboost,attack,1.0
8391,tcp,xgboost,attack,1.0
8392,tcp,xgboost,benign,0.0
8393,tcp,xgboost,attack,1.0
8394,tcp,xgboost,benign,0.0
8395,tcp,xgboost,benign,0.0
8396,tcp,xgboost,attack,1.0
8397,tcp,xgboost,attack,1.0
8398,tcp,xgboost,attack,1.0
8399,tcp,xgboost,benign,0.0
8400,tcp,xgboost,benign,0.0
8401,tcp,xgboost,benign,0.0
8402,tcp,xgboost,benign,0.0
8403,tcp,xgboost,benign,0.0
8404,tcp,xgboost,benign,0.0
8405,tcp,xgboost,attack,1.0
8406,tcp,xgboost,attack,1.0
8407,tcp,xgboost,benign,0.0
8408,tcp,xgboost,attack,1.0
8409,tcp,xgboost,benign,0.0
8410,tcp,xgboost,attack,1.0
8411,tcp,xgboost,attack,1.0
8412,tcp,xgboost,attack,1.0
8413,tcp,xgboost,attack,1.0
8414,tcp,xgboost,attack,1.0
8415,tcp,xgboost,attack,1.0
8416,tcp,xgboost,benign,0.0
8417,tcp,xgboost,attack,1.0
8418,tcp,xgboost,attack,1.0
8419,tcp,xgboost,attack,1.0
8420,tcp,xgboost,benign,0.0
8421,tcp,xgboost,benign,0.0
8422,tcp,xgboost,attack,1.0
8423,tcp,xgboost,attack,1.0
8424,tcp,xgboost,attack,1.0
8425,tcp,xgboost,benign,0.0
8426,tcp,xgboost,attack,1.0
8427,tcp,xgboost,attack,1.0
8428,tcp,xgboost,attack,1.0
8429,tcp,xgboost,attack,1.0
8430,tcp,xgboost,attack,1.0
8431,tcp,xgboost,benign,0.0
8432,tcp,xgboost,attack,1.0
8433,tcp,xgboost,attack,1.0
8434,tcp,xgboost,attack,1.0
8435,tcp,xgboost,attack,1.0
8436,tcp,xgboost,benign,0.0
8437,tcp,xgboost,attack,1.0
8438,tcp,xgboost,attack,1.0
8439,tcp,xgboost,attack,1.0
8440,tcp,xgboost,attack,1.0
8441,tcp,xgboost,benign,0.0
8442,tcp,xgboost,attack,1.0
8443,tcp,xgboost,attack,1.0
8444,tcp,xgboost,benign,0.0
8445,tcp,xgboost,benign,0.0
8446,tcp,xgboost,benign,0.0
8447,tcp,xgboost,benign,0.0
8448,tcp,xgboost,benign,0.0
8449,tcp,xgboost,attack,1.0
8450,tcp,xgboost,attack,1.0
8451,tcp,xgboost,benign,0.0
8452,tcp,xgboost,attack,1.0
8453,tcp,xgboost,benign,0.0
8454,tcp,xgboost,benign,0.0
8455,tcp,xgboost,attack,1.0
8456,tcp,xgboost,attack,1.0
8457,tcp,xgboost,benign,0.0
8458,tcp,xgboost,benign,0.0
8459,tcp,xgboost,benign,0.0
8460,tcp,xgboost,benign,0.0
8461,tcp,xgboost,attack,1.0
8462,tcp,xgboost,benign,0.0
8463,tcp,xgboost,attack,1.0
8464,tcp,xgboost,attack,1.0
8465,tcp,xgboost,attack,1.0
8466,tcp,xgboost,benign,0.0
8467,tcp,xgboost,benign,0.0
8468,tcp,xgboost,attack,1.0
8469,tcp,xgboost,attack,1.0
8470,tcp,xgboost,benign,0.0
8471,tcp,xgboost,benign,0.0
8472,tcp,xgboost,attack,1.0
8473,tcp,xgboost,benign,0.0
8474,tcp,xgboost,attack,1.0
8475,tcp,xgboost,benign,0.0
8476,tcp,xgboost,attack,1.0
8477,tcp,xgboost,benign,0.0
8478,tcp,xgboost,attack,1.0
8479,tcp,xgboost,benign,0.0
8480,tcp,xgboost,attack,1.0
8481,tcp,xgboost,benign,0.0
8482,tcp,xgboost,benign,0.0
8483,tcp,xgboost,attack,1.0
8484,tcp,xgboost,benign,0.0
8485,tcp,xgboost,attack,1.0
8486,tcp,xgboost,benign,0.0
8487,tcp,xgboost,benign,0.0
8488,tcp,xgboost,attack,1.0
8489,tcp,xgboost,attack,1.0
8490,tcp,xgboost,attack,1.0
8491,tcp,xgboost,benign,0.0
8492,tcp,xgboost,benign,0.0
8493,tcp,xgboost,attack,1.0
8494,tcp,xgboost,benign,0.0
8495,tcp,xgboost,benign,0.0
8496,tcp,xgboost,attack,1.0
8497,tcp,xgboost,attack,1.0
8498,tcp,xgboost,attack,1.0
8499,tcp,xgboost,benign,0.0
8500,tcp,xgboost,attack,1.0
8501,tcp,xgboost,benign,0.0
8502,tcp,xgboost,benign,0.0
8503,tcp,xgboost,benign,0.0
8504,tcp,xgboost,attack,1.0
8505,tcp,xgboost,benign,0.0
8506,tcp,xgboost,benign,0.0
8507,tcp,xgboost,attack,1.0
8508,tcp,xgboost,benign,0.0
8509,tcp,xgboost,attack,1.0
8510,tcp,xgboost,benign,0.0
8511,tcp,xgboost,attack,1.0
8512,tcp,xgboost,benign,0.0
8513,tcp,xgboost,attack,1.0
8514,tcp,xgboost,attack,1.0
8515,tcp,xgboost,benign,0.0
8516,tcp,xgboost,benign,0.0
8517,tcp,xgboost,attack,1.0
8518,tcp,xgboost,benign,0.0
8519,tcp,xgboost,benign,0.0
8520,tcp,xgboost,benign,0.0
8521,tcp,xgboost,attack,1.0
8522,tcp,xgboost,attack,1.0
8523,tcp,xgboost,attack,1.0
8524,tcp,xgboost,attack,1.0
8525,tcp,xgboost,benign,0.0
8526,tcp,xgboost,benign,0.0
8527,tcp,xgboost,benign,0.0
8528,tcp,xgboost,attack,1.0
8529,tcp,xgboost,benign,0.0
8530,tcp,xgboost,attack,1.0
8531,tcp,xgboost,attack,1.0
8532,tcp,xgboost,attack,1.0
8533,tcp,xgboost,attack,1.0
8534,tcp,xgboost,benign,0.0
8535,tcp,xgboost,attack,1.0
8536,tcp,xgboost,attack,1.0
8537,tcp,xgboost,attack,1.0
8538,tcp,xgboost,attack,1.0
8539,tcp,xgboost,benign,0.0
8540,tcp,xgboost,benign,0.0
8541,tcp,xgboost,benign,0.0
8542,tcp,xgboost,attack,1.0
8543,tcp,xgboost,attack,1.0
8544,tcp,xgboost,attack,1.0
8545,tcp,xgboost,benign,0.0
8546,tcp,xgboost,attack,1.0
8547,tcp,xgboost,benign,0.0
8548,tcp,xgboost,attack,1.0
8549,tcp,xgboost,attack,1.0
8550,tcp,xgboost,benign,0.0
8551,tcp,xgboost,benign,0.0
8552,tcp,xgboost,benign,0.0
8553,tcp,xgboost,benign,0.0
8554,tcp,xgboost,attack,1.0
8555,tcp,xgboost,benign,0.0
8556,tcp,xgboost,attack,1.0
8557,tcp,xgboost,attack,1.0
8558,tcp,xgboost,attack,1.0
8559,tcp,xgboost,benign,0.0
8560,tcp,xgboost,attack,1.0
8561,tcp,xgboost,benign,0.0
8562,tcp,xgboost,benign,0.0
8563,tcp,xgboost,attack,1.0
8564,tcp,xgboost,attack,1.0
8565,tcp,xgboost,attack,1.0
8566,tcp,xgboost,attack,1.0
8567,tcp,xgboost,benign,0.0
8568,tcp,xgboost,benign,0.0
8569,tcp,xgboost,benign,0.0
8570,tcp,xgboost,benign,0.0
8571,tcp,xgboost,attack,1.0
8572,tcp,xgboost,attack,1.0
8573,tcp,xgboost,benign,0.0
8574,tcp,xgboost,benign,0.0
8575,tcp,xgboost,attack,1.0
8576,tcp,xgboost,benign,0.0
8577,tcp,xgboost,benign,0.0
8578,tcp,xgboost,attack,1.0
8579,tcp,xgboost,benign,0.0
8580,tcp,xgboost,benign,0.0
8581,tcp,xgboost,attack,1.0
8582,tcp,xgboost,benign,0.0
8583,tcp,xgboost,benign,0.0
8584,tcp,xgboost,benign,0.0
8585,tcp,xgboost,benign,0.0
8586,tcp,xgboost,benign,0.0
8587,tcp,xgboost,benign,0.0
8588,tcp,xgboost,attack,1.0
8589,tcp,xgboost,attack,1.0
8590,tcp,xgboost,attack,1.0
8591,tcp,xgboost,benign,0.0
8592,tcp,xgboost,attack,1.0
8593,tcp,xgboost,attack,1.0
8594,tcp,xgboost,attack,1.0
8595,tcp,xgboost,attack,1.0
8596,tcp,xgboost,benign,0.0
8597,tcp,xgboost,benign,0.0
8598,tcp,xgboost,attack,1.0
8599,tcp,xgboost,attack,1.0
8600,tcp,xgboost,attack,1.0
8601,tcp,xgboost,benign,0.0
8602,tcp,xgboost,benign,0.0
8603,tcp,xgboost,attack,1.0
8604,tcp,xgboost,benign,0.0
8605,tcp,xgboost,benign,0.0
8606,tcp,xgboost,attack,1.0
8607,tcp,xgboost,attack,1.0
8608,tcp,xgboost,benign,0.0
8609,tcp,xgboost,benign,0.0
8610,tcp,xgboost,benign,0.0
8611,tcp,xgboost,attack,1.0
8612,tcp,xgboost,attack,1.0
8613,tcp,xgboost,benign,0.0
8614,tcp,xgboost,attack,1.0
8615,tcp,xgboost,attack,1.0
8616,tcp,xgboost,attack,1.0
8617,tcp,xgboost,benign,0.0
8618,tcp,xgboost,attack,1.0
8619,tcp,xgboost,attack,1.0
8620,tcp,xgboost,attack,1.0
8621,tcp,xgboost,attack,1.0
8622,tcp,xgboost,attack,1.0
8623,tcp,xgboost,benign,0.0
8624,tcp,xgboost,attack,1.0
8625,tcp,xgboost,attack,1.0
8626,tcp,xgboost,benign,0.0
8627,tcp,xgboost,benign,0.0
8628,tcp,xgboost,attack,1.0
8629,tcp,xgboost,attack,1.0
8630,tcp,xgboost,attack,1.0
8631,tcp,xgboost,benign,0.0
8632,tcp,xgboost,attack,1.0
8633,tcp,xgboost,benign,0.0
8634,tcp,xgboost,benign,0.0
8635,tcp,xgboost,benign,0.0
8636,tcp,xgboost,benign,0.0
8637,tcp,xgboost,attack,1.0
8638,tcp,xgboost,benign,0.0
8639,tcp,xgboost,attack,1.0
8640,tcp,xgboost,attack,1.0
8641,tcp,xgboost,benign,0.0
8642,tcp,xgboost,attack,1.0
8643,tcp,xgboost,benign,0.0
8644,tcp,xgboost,benign,0.0
8645,tcp,xgboost,attack,1.0
8646,tcp,xgboost,benign,0.0
8647,tcp,xgboost,benign,0.0
8648,tcp,xgboost,attack,1.0
8649,tcp,xgboost,attack,1.0
8650,tcp,xgboost,attack,1.0
8651,tcp,xgboost,attack,1.0
8652,tcp,xgboost,benign,0.0
8653,tcp,xgboost,attack,1.0
8654,tcp,xgboost,attack,1.0
8655,tcp,xgboost,attack,1.0
8656,tcp,xgboost,benign,0.0
8657,tcp,xgboost,attack,1.0
8658,tcp,xgboost,attack,1.0
8659,tcp,xgboost,attack,1.0
8660,tcp,xgboost,attack,1.0
8661,tcp,xgboost,attack,1.0
8662,tcp,xgboost,benign,0.0
8663,tcp,xgboost,benign,0.0
8664,tcp,xgboost,benign,0.0
8665,tcp,xgboost,benign,0.0
8666,tcp,xgboost,benign,0.0
8667,tcp,xgboost,benign,0.0
8668,tcp,xgboost,benign,0.0
8669,tcp,xgboost,benign,0.0
8670,tcp,xgboost,attack,1.0
8671,tcp,xgboost,benign,0.0
8672,tcp,xgboost,benign,0.0
8673,tcp,xgboost,attack,1.0
8674,tcp,xgboost,attack,1.0
8675,tcp,xgboost,attack,1.0
8676,tcp,xgboost,benign,0.0
8677,tcp,xgboost,benign,0.0
8678,tcp,xgboost,attack,1.0
8679,tcp,xgboost,attack,1.0
8680,tcp,xgboost,benign,0.0
8681,tcp,xgboost,benign,0.0
8682,tcp,xgboost,attack,1.0
8683,tcp,xgboost,attack,1.0
8684,tcp,xgboost,attack,1.0
8685,tcp,xgboost,attack,1.0
8686,tcp,xgboost,attack,1.0
8687,tcp,xgboost,attack,1.0
