log_id,source,model,pred_label,attack_type,proba_attack
13760,network,1d_cnn,benign,BENIGN,0.0
13761,network,1d_cnn,benign,BENIGN,0.0
13762,network,1d_cnn,attack,DDoS,1.0
13763,network,1d_cnn,attack,DDoS,1.0
13764,network,1d_cnn,attack,DDoS,1.0
13765,network,1d_cnn,benign,BENIGN,0.0
13766,network,1d_cnn,attack,DDoS,1.0
13767,network,1d_cnn,attack,DoS Hulk,1.0
13768,network,1d_cnn,attack,DoS Hulk,1.0
13769,network,1d_cnn,attack,DoS Hulk,1.0
13770,network,1d_cnn,benign,BENIGN,0.0
13771,network,1d_cnn,benign,BENIGN,0.0
13772,network,1d_cnn,benign,BENIGN,0.0
13773,network,1d_cnn,attack,DDoS,1.0
13774,network,1d_cnn,attack,PortScan,1.0
13775,network,1d_cnn,attack,PortScan,1.0
13776,network,1d_cnn,benign,BENIGN,0.0
13777,network,1d_cnn,benign,BENIGN,0.0
13778,network,1d_cnn,benign,BENIGN,0.0
13779,network,1d_cnn,attack,DDoS,1.0
13780,network,1d_cnn,benign,BENIGN,0.0
13781,network,1d_cnn,attack,DoS Hulk,1.0
13782,network,1d_cnn,benign,BENIGN,0.0
13783,network,1d_cnn,benign,BENIGN,0.0
13784,network,1d_cnn,benign,BENIGN,0.0
13785,network,1d_cnn,attack,DDoS,1.0
13786,network,1d_cnn,attack,DDoS,1.0
13787,network,1d_cnn,attack,PortScan,1.0
13788,network,1d_cnn,attack,DoS GoldenEye,1.0
13789,network,1d_cnn,benign,BENIGN,0.0
13790,network,1d_cnn,benign,BENIGN,0.0
13791,network,1d_cnn,benign,BENIGN,0.0
13792,network,1d_cnn,benign,BENIGN,0.0
13793,network,1d_cnn,attack,DoS Hulk,1.0
13794,network,1d_cnn,benign,BENIGN,0.0
13795,network,1d_cnn,benign,BENIGN,0.0
13796,network,1d_cnn,attack,DDoS,1.0
13797,network,1d_cnn,benign,BENIGN,0.0
13798,network,1d_cnn,attack,PortScan,1.0
13799,network,1d_cnn,benign,BENIGN,0.0
13800,network,1d_cnn,attack,PortScan,1.0
13801,network,1d_cnn,attack,DDoS,1.0
13802,network,1d_cnn,attack,DoS Hulk,1.0
13803,network,1d_cnn,attack,DDoS,1.0
13804,network,1d_cnn,attack,DDoS,1.0
13805,network,1d_cnn,attack,DDoS,1.0
13806,network,1d_cnn,attack,DoS GoldenEye,1.0
13807,network,1d_cnn,attack,DDoS,1.0
13808,network,1d_cnn,attack,DDoS,1.0
13809,network,1d_cnn,benign,BENIGN,0.0
13810,network,1d_cnn,benign,BENIGN,0.0
13811,network,1d_cnn,attack,DDoS,1.0
13812,network,1d_cnn,benign,BENIGN,0.0
13813,network,1d_cnn,attack,DDoS,1.0
13814,network,1d_cnn,benign,BENIGN,0.0
13815,network,1d_cnn,benign,BENIGN,0.0
13816,network,1d_cnn,benign,BENIGN,0.0
13817,network,1d_cnn,attack,PortScan,1.0
13818,network,1d_cnn,benign,BENIGN,0.0
13819,network,1d_cnn,benign,BENIGN,0.0
13820,network,1d_cnn,benign,BENIGN,0.0
13821,network,1d_cnn,attack,DoS Hulk,1.0
13822,network,1d_cnn,attack,DoS Hulk,1.0
13823,network,1d_cnn,benign,BENIGN,0.0
13824,network,1d_cnn,attack,PortScan,1.0
13825,network,1d_cnn,benign,BENIGN,0.0
13826,network,1d_cnn,benign,BENIGN,0.0
13827,network,1d_cnn,attack,DDoS,1.0
13828,network,1d_cnn,attack,PortScan,1.0
13829,network,1d_cnn,benign,BENIGN,0.0
13830,network,1d_cnn,benign,BENIGN,0.0
13831,network,1d_cnn,attack,DDoS,1.0
13832,network,1d_cnn,attack,DoS Hulk,1.0
13833,network,1d_cnn,attack,DDoS,1.0
13834,network,1d_cnn,attack,DoS Hulk,1.0
13835,network,1d_cnn,attack,PortScan,1.0
13836,network,1d_cnn,benign,BENIGN,0.0
13837,network,1d_cnn,attack,DDoS,1.0
13838,network,1d_cnn,attack,Bot,1.0
13839,network,1d_cnn,attack,DDoS,1.0
13840,network,1d_cnn,benign,BENIGN,0.0
13841,network,1d_cnn,benign,BENIGN,0.0
13842,network,1d_cnn,benign,BENIGN,0.0
13843,network,1d_cnn,benign,BENIGN,0.0
13844,network,1d_cnn,benign,BENIGN,0.0
13845,network,1d_cnn,attack,DoS Hulk,1.0
13846,network,1d_cnn,benign,BENIGN,0.0
13847,network,1d_cnn,attack,DoS Hulk,1.0
13848,network,1d_cnn,benign,BENIGN,0.0
13849,network,1d_cnn,benign,BENIGN,0.0
13850,network,1d_cnn,benign,BENIGN,0.0
13851,network,1d_cnn,attack,DoS Slowhttptest,1.0
13852,network,1d_cnn,benign,BENIGN,0.0
13853,network,1d_cnn,attack,DoS Hulk,1.0
13854,network,1d_cnn,attack,DoS Hulk,1.0
13855,network,1d_cnn,attack,DDoS,1.0
13856,network,1d_cnn,attack,DDoS,1.0
13857,network,1d_cnn,attack,PortScan,1.0
13858,network,1d_cnn,benign,BENIGN,0.0
13859,network,1d_cnn,attack,PortScan,1.0
13860,network,1d_cnn,attack,PortScan,1.0
13861,network,1d_cnn,attack,SSH-Patator,1.0
13862,network,1d_cnn,attack,DDoS,1.0
13863,network,1d_cnn,benign,BENIGN,0.0
13864,network,1d_cnn,benign,BENIGN,0.0
13865,network,1d_cnn,benign,BENIGN,0.0
13866,network,1d_cnn,attack,DoS Hulk,1.0
13867,network,1d_cnn,benign,BENIGN,0.0
13868,network,1d_cnn,benign,BENIGN,0.0
13869,network,1d_cnn,benign,BENIGN,0.0
13870,network,1d_cnn,attack,DoS Slowhttptest,1.0
13871,network,1d_cnn,attack,DDoS,1.0
13872,network,1d_cnn,attack,PortScan,1.0
13873,network,1d_cnn,benign,BENIGN,0.0
13874,network,1d_cnn,attack,PortScan,1.0
13875,network,1d_cnn,attack,DoS Hulk,1.0
13876,network,1d_cnn,attack,PortScan,1.0
13877,network,1d_cnn,attack,PortScan,1.0
13878,network,1d_cnn,benign,BENIGN,0.0
13879,network,1d_cnn,attack,DDoS,1.0
13880,network,1d_cnn,attack,DDoS,1.0
13881,network,1d_cnn,benign,BENIGN,0.0
13882,network,1d_cnn,attack,DDoS,1.0
13883,network,1d_cnn,benign,BENIGN,0.0
13884,network,1d_cnn,attack,DDoS,1.0
13885,network,1d_cnn,benign,BENIGN,0.0
13886,network,1d_cnn,benign,BENIGN,0.0
13887,network,1d_cnn,benign,BENIGN,0.0
13888,network,1d_cnn,benign,BENIGN,0.0
13889,network,1d_cnn,attack,DoS Hulk,1.0
13890,network,1d_cnn,attack,DoS slowloris,1.0
13891,network,1d_cnn,benign,BENIGN,0.0
13892,network,1d_cnn,benign,BENIGN,0.0
13893,network,1d_cnn,benign,BENIGN,0.0
13894,network,1d_cnn,benign,BENIGN,0.0
13895,network,1d_cnn,benign,BENIGN,0.0
13896,network,1d_cnn,benign,BENIGN,0.0
13897,network,1d_cnn,attack,DDoS,1.0
13898,network,1d_cnn,attack,DoS Hulk,1.0
13899,network,1d_cnn,attack,DDoS,1.0
13900,network,1d_cnn,attack,PortScan,1.0
13901,network,1d_cnn,attack,DDoS,1.0
13902,network,1d_cnn,attack,PortScan,1.0
13903,network,1d_cnn,attack,PortScan,1.0
13904,network,1d_cnn,attack,DDoS,1.0
13905,network,1d_cnn,benign,BENIGN,0.0
13906,network,1d_cnn,benign,BENIGN,0.0
13907,network,1d_cnn,attack,PortScan,1.0
13908,network,1d_cnn,benign,BENIGN,0.0
13909,network,1d_cnn,benign,BENIGN,0.0
13910,network,1d_cnn,benign,BENIGN,0.0
13911,network,1d_cnn,benign,BENIGN,0.0
13912,network,1d_cnn,benign,BENIGN,0.0
13913,network,1d_cnn,benign,BENIGN,0.0
13914,network,1d_cnn,benign,BENIGN,0.0
13915,network,1d_cnn,attack,DDoS,1.0
13916,network,1d_cnn,benign,BENIGN,0.0
13917,network,1d_cnn,benign,BENIGN,0.0
13918,network,1d_cnn,attack,PortScan,1.0
13919,network,1d_cnn,benign,BENIGN,0.0
13920,network,1d_cnn,benign,BENIGN,0.0
13921,network,1d_cnn,attack,PortScan,1.0
13922,network,1d_cnn,benign,BENIGN,0.0
13923,network,1d_cnn,attack,DDoS,1.0
13924,network,1d_cnn,attack,DoS Slowhttptest,1.0
13925,network,1d_cnn,benign,BENIGN,0.0
13926,network,1d_cnn,attack,PortScan,1.0
13927,network,1d_cnn,attack,DDoS,1.0
13928,network,1d_cnn,attack,DDoS,1.0
13929,network,1d_cnn,attack,DDoS,1.0
13930,network,1d_cnn,attack,DDoS,1.0
13931,network,1d_cnn,attack,DDoS,1.0
13932,network,1d_cnn,benign,BENIGN,0.0
13933,network,1d_cnn,benign,BENIGN,0.0
13934,network,1d_cnn,benign,BENIGN,0.0
13935,network,1d_cnn,benign,BENIGN,0.0
13936,network,1d_cnn,attack,DDoS,1.0
13937,network,1d_cnn,attack,PortScan,1.0
13938,network,1d_cnn,attack,FTP-Patator,1.0
13939,network,1d_cnn,attack,DDoS,1.0
13940,network,1d_cnn,attack,DoS GoldenEye,1.0
13941,network,1d_cnn,attack,DoS Hulk,1.0
13942,network,1d_cnn,attack,DDoS,1.0
13943,network,1d_cnn,benign,BENIGN,0.0
13944,network,1d_cnn,benign,BENIGN,0.0
13945,network,1d_cnn,attack,DDoS,1.0
13946,network,1d_cnn,attack,DoS slowloris,1.0
13947,network,1d_cnn,attack,PortScan,1.0
13948,network,1d_cnn,attack,PortScan,1.0
13949,network,1d_cnn,attack,DDoS,1.0
13950,network,1d_cnn,benign,BENIGN,0.0
13951,network,1d_cnn,attack,PortScan,1.0
13952,network,1d_cnn,attack,PortScan,1.0
13953,network,1d_cnn,attack,DoS Hulk,1.0
13954,network,1d_cnn,benign,BENIGN,0.0
13955,network,1d_cnn,attack,DDoS,1.0
13956,network,1d_cnn,attack,PortScan,1.0
13957,network,1d_cnn,benign,BENIGN,0.0
13958,network,1d_cnn,attack,DDoS,1.0
13959,network,1d_cnn,attack,DDoS,1.0
13960,network,1d_cnn,benign,BENIGN,0.0
13961,network,1d_cnn,attack,DoS Hulk,1.0
13962,network,1d_cnn,attack,DoS Hulk,1.0
13963,network,1d_cnn,attack,PortScan,1.0
13964,network,1d_cnn,attack,PortScan,1.0
13965,network,1d_cnn,attack,DDoS,1.0
13966,network,1d_cnn,benign,BENIGN,0.0
13967,network,1d_cnn,attack,DDoS,1.0
13968,network,1d_cnn,attack,DDoS,1.0
13969,network,1d_cnn,benign,BENIGN,0.0
13970,network,1d_cnn,benign,BENIGN,0.0
13971,network,1d_cnn,benign,BENIGN,0.0
13972,network,1d_cnn,benign,BENIGN,0.0
13973,network,1d_cnn,benign,BENIGN,0.0
13974,network,1d_cnn,benign,BENIGN,0.0
13975,network,1d_cnn,attack,DoS Hulk,1.0
13976,network,1d_cnn,benign,BENIGN,0.0
13977,network,1d_cnn,attack,DDoS,1.0
13978,network,1d_cnn,attack,DoS Hulk,1.0
13979,network,1d_cnn,attack,DoS Hulk,1.0
13980,network,1d_cnn,attack,DDoS,1.0
13981,network,1d_cnn,benign,BENIGN,0.0
13982,network,1d_cnn,attack,DoS Hulk,1.0
13983,network,1d_cnn,benign,BENIGN,0.0
13984,network,1d_cnn,benign,BENIGN,0.0
13985,network,1d_cnn,attack,DDoS,1.0
13986,network,1d_cnn,attack,DoS Hulk,1.0
13987,network,1d_cnn,attack,DDoS,1.0
13988,network,1d_cnn,benign,BENIGN,0.0
13989,network,1d_cnn,benign,BENIGN,0.0
13990,network,1d_cnn,attack,PortScan,1.0
13991,network,1d_cnn,benign,BENIGN,0.0
13992,network,1d_cnn,attack,DDoS,1.0
13993,network,1d_cnn,benign,BENIGN,0.0
13994,network,1d_cnn,benign,BENIGN,0.0
13995,network,1d_cnn,benign,BENIGN,0.0
13996,network,1d_cnn,attack,DDoS,1.0
13997,network,1d_cnn,benign,BENIGN,0.0
13998,network,1d_cnn,attack,PortScan,1.0
13999,network,1d_cnn,attack,PortScan,1.0
14000,network,1d_cnn,attack,DoS Hulk,1.0
14001,network,1d_cnn,attack,DoS Hulk,1.0
14002,network,1d_cnn,benign,BENIGN,0.0
14003,network,1d_cnn,attack,DoS Hulk,1.0
14004,network,1d_cnn,benign,BENIGN,0.0
14005,network,1d_cnn,benign,BENIGN,0.0
14006,network,1d_cnn,benign,BENIGN,0.0
14007,network,1d_cnn,benign,BENIGN,0.0
14008,network,1d_cnn,attack,DDoS,1.0
14009,network,1d_cnn,attack,DDoS,1.0
14010,network,1d_cnn,benign,BENIGN,0.0
14011,network,1d_cnn,attack,PortScan,1.0
14012,network,1d_cnn,attack,PortScan,1.0
14013,network,1d_cnn,attack,DDoS,1.0
14014,network,1d_cnn,attack,DoS Hulk,1.0
14015,network,1d_cnn,attack,DoS Hulk,1.0
14016,network,1d_cnn,benign,BENIGN,0.0
14017,network,1d_cnn,benign,BENIGN,0.0
14018,network,1d_cnn,benign,BENIGN,0.0
14019,network,1d_cnn,attack,DoS Hulk,1.0
14020,network,1d_cnn,benign,BENIGN,0.0
14021,network,1d_cnn,attack,Web Attack � Brute Force,1.0
14022,network,1d_cnn,attack,DDoS,1.0
14023,network,1d_cnn,attack,DoS Hulk,1.0
14024,network,1d_cnn,benign,BENIGN,0.0
14025,network,1d_cnn,benign,BENIGN,0.0
14026,network,1d_cnn,attack,PortScan,1.0
14027,network,1d_cnn,attack,DoS Hulk,1.0
14028,network,1d_cnn,benign,BENIGN,0.0
14029,network,1d_cnn,benign,BENIGN,0.0
14030,network,1d_cnn,attack,PortScan,1.0
14031,network,1d_cnn,attack,DDoS,1.0
14032,network,1d_cnn,benign,BENIGN,0.0
14033,network,1d_cnn,attack,DoS Hulk,1.0
14034,network,1d_cnn,attack,PortScan,1.0
14035,network,1d_cnn,attack,DoS Hulk,1.0
14036,network,1d_cnn,attack,DoS slowloris,1.0
14037,network,1d_cnn,benign,BENIGN,0.0
14038,network,1d_cnn,benign,BENIGN,0.0
14039,network,1d_cnn,attack,PortScan,1.0
14040,network,1d_cnn,attack,Web Attack � Brute Force,1.0
14041,network,1d_cnn,attack,FTP-Patator,1.0
14042,network,1d_cnn,attack,DoS Hulk,1.0
14043,network,1d_cnn,benign,BENIGN,0.0
14044,network,1d_cnn,attack,DoS Slowhttptest,1.0
14045,network,1d_cnn,benign,BENIGN,0.0
14046,network,1d_cnn,benign,BENIGN,0.0
14047,network,1d_cnn,attack,DDoS,1.0
14048,network,1d_cnn,benign,BENIGN,0.0
14049,network,1d_cnn,attack,DoS Hulk,1.0
14050,network,1d_cnn,benign,BENIGN,0.0
14051,network,1d_cnn,attack,DDoS,1.0
14052,network,1d_cnn,benign,BENIGN,0.0
14053,network,1d_cnn,attack,DoS Hulk,1.0
14054,network,1d_cnn,attack,DoS Hulk,1.0
14055,network,1d_cnn,attack,DDoS,1.0
14056,network,1d_cnn,attack,DoS Hulk,1.0
14057,network,1d_cnn,benign,BENIGN,0.0
14058,network,1d_cnn,attack,DoS Hulk,1.0
14059,network,1d_cnn,attack,DDoS,1.0
14060,network,1d_cnn,benign,BENIGN,0.0
14061,network,1d_cnn,benign,BENIGN,0.0
14062,network,1d_cnn,benign,BENIGN,0.0
14063,network,1d_cnn,attack,DDoS,1.0
14064,network,1d_cnn,attack,PortScan,1.0
14065,network,1d_cnn,attack,PortScan,1.0
14066,network,1d_cnn,attack,Bot,1.0
14067,network,1d_cnn,benign,BENIGN,0.0
14068,network,1d_cnn,benign,BENIGN,0.0
14069,network,1d_cnn,benign,BENIGN,0.0
14070,network,1d_cnn,benign,BENIGN,0.0
14071,network,1d_cnn,attack,PortScan,1.0
14072,network,1d_cnn,benign,BENIGN,0.0
14073,network,1d_cnn,benign,BENIGN,0.0
14074,network,1d_cnn,attack,PortScan,1.0
14075,network,1d_cnn,attack,DoS slowloris,1.0
14076,network,1d_cnn,attack,PortScan,1.0
14077,network,1d_cnn,benign,BENIGN,0.0
14078,network,1d_cnn,attack,PortScan,1.0
14079,network,1d_cnn,attack,DoS Hulk,1.0
14080,network,1d_cnn,attack,PortScan,1.0
14081,network,1d_cnn,benign,BENIGN,0.0
14082,network,1d_cnn,attack,DoS Slowhttptest,1.0
14083,network,1d_cnn,attack,DDoS,1.0
14084,network,1d_cnn,attack,DoS Hulk,1.0
14085,network,1d_cnn,benign,BENIGN,0.0
14086,network,1d_cnn,attack,DDoS,1.0
14087,network,1d_cnn,attack,DDoS,1.0
14088,network,1d_cnn,attack,DoS Hulk,1.0
14089,network,1d_cnn,attack,DoS Hulk,1.0
14090,network,1d_cnn,attack,DDoS,1.0
14091,network,1d_cnn,benign,BENIGN,0.0
14092,network,1d_cnn,benign,BENIGN,0.0
14093,network,1d_cnn,benign,BENIGN,0.0
14094,network,1d_cnn,attack,DDoS,1.0
14095,network,1d_cnn,attack,DDoS,1.0
14096,network,1d_cnn,benign,BENIGN,0.0
14097,network,1d_cnn,benign,BENIGN,0.0
14098,network,1d_cnn,attack,PortScan,1.0
14099,network,1d_cnn,benign,BENIGN,0.0
14100,network,1d_cnn,benign,BENIGN,0.0
14101,network,1d_cnn,attack,DoS Hulk,1.0
14102,network,1d_cnn,attack,DoS Hulk,1.0
14103,network,1d_cnn,attack,FTP-Patator,1.0
14104,network,1d_cnn,benign,BENIGN,0.0
14105,network,1d_cnn,attack,DoS Hulk,1.0
14106,network,1d_cnn,attack,PortScan,1.0
14107,network,1d_cnn,attack,DDoS,1.0
14108,network,1d_cnn,attack,DDoS,1.0
14109,network,1d_cnn,benign,BENIGN,0.0
14110,network,1d_cnn,benign,BENIGN,0.0
14111,network,1d_cnn,attack,DDoS,1.0
14112,network,1d_cnn,benign,BENIGN,0.0
14113,network,1d_cnn,attack,DoS Hulk,1.0
14114,network,1d_cnn,benign,BENIGN,0.0
14115,network,1d_cnn,benign,BENIGN,0.0
14116,network,1d_cnn,benign,BENIGN,0.0
14117,network,1d_cnn,benign,BENIGN,0.0
14118,network,1d_cnn,attack,DDoS,1.0
14119,network,1d_cnn,benign,BENIGN,0.0
14120,network,1d_cnn,attack,DDoS,1.0
14121,network,1d_cnn,benign,BENIGN,0.0
14122,network,1d_cnn,benign,BENIGN,0.0
14123,network,1d_cnn,attack,PortScan,1.0
14124,network,1d_cnn,attack,DoS Hulk,1.0
14125,network,1d_cnn,attack,PortScan,1.0
14126,network,1d_cnn,benign,BENIGN,0.0
14127,network,1d_cnn,attack,DoS Hulk,1.0
14128,network,1d_cnn,benign,BENIGN,0.0
14129,network,1d_cnn,attack,DDoS,1.0
14130,network,1d_cnn,benign,BENIGN,0.0
14131,network,1d_cnn,benign,BENIGN,0.0
14132,network,1d_cnn,attack,DDoS,1.0
14133,network,1d_cnn,benign,BENIGN,0.0
14134,network,1d_cnn,attack,DDoS,1.0
14135,network,1d_cnn,benign,BENIGN,0.0
14136,network,1d_cnn,benign,BENIGN,0.0
14137,network,1d_cnn,attack,DDoS,1.0
14138,network,1d_cnn,benign,BENIGN,0.0
14139,network,1d_cnn,benign,BENIGN,0.0
14140,network,1d_cnn,attack,FTP-Patator,1.0
14141,network,1d_cnn,attack,DDoS,1.0
14142,network,1d_cnn,attack,DDoS,1.0
14143,network,1d_cnn,attack,DDoS,1.0
14144,network,1d_cnn,benign,BENIGN,0.0
14145,network,1d_cnn,attack,DoS Hulk,1.0
14146,network,1d_cnn,attack,DoS Hulk,1.0
14147,network,1d_cnn,benign,BENIGN,0.0
14148,network,1d_cnn,benign,BENIGN,0.0
14149,network,1d_cnn,attack,DoS Hulk,1.0
14150,network,1d_cnn,attack,DDoS,1.0
14151,network,1d_cnn,benign,BENIGN,0.0
14152,network,1d_cnn,attack,DDoS,1.0
14153,network,1d_cnn,attack,PortScan,1.0
14154,network,1d_cnn,attack,DDoS,1.0
14155,network,1d_cnn,benign,BENIGN,0.0
14156,network,1d_cnn,benign,BENIGN,0.0
14157,network,1d_cnn,attack,DoS Hulk,1.0
14158,network,1d_cnn,benign,BENIGN,0.0
14159,network,1d_cnn,attack,DoS Hulk,1.0
14160,network,1d_cnn,benign,BENIGN,0.0
14161,network,1d_cnn,benign,BENIGN,0.0
14162,network,1d_cnn,benign,BENIGN,0.0
14163,network,1d_cnn,benign,BENIGN,0.0
14164,network,1d_cnn,benign,BENIGN,0.0
14165,network,1d_cnn,attack,PortScan,1.0
14166,network,1d_cnn,attack,SSH-Patator,1.0
14167,network,1d_cnn,attack,DDoS,1.0
14168,network,1d_cnn,benign,BENIGN,0.0
14169,network,1d_cnn,benign,BENIGN,0.0
14170,network,1d_cnn,benign,BENIGN,0.0
14171,network,1d_cnn,attack,DDoS,1.0
14172,network,1d_cnn,attack,DoS Hulk,1.0
14173,network,1d_cnn,benign,BENIGN,0.0
14174,network,1d_cnn,benign,BENIGN,0.0
14175,network,1d_cnn,benign,BENIGN,0.0
14176,network,1d_cnn,attack,DoS Hulk,1.0
14177,network,1d_cnn,benign,BENIGN,0.0
14178,network,1d_cnn,attack,DDoS,1.0
14179,network,1d_cnn,attack,FTP-Patator,1.0
14180,network,1d_cnn,attack,DoS Hulk,1.0
14181,network,1d_cnn,attack,DoS Hulk,1.0
14182,network,1d_cnn,benign,BENIGN,0.0
14183,network,1d_cnn,attack,PortScan,1.0
14184,network,1d_cnn,attack,PortScan,1.0
14185,network,1d_cnn,attack,DDoS,1.0
14186,network,1d_cnn,attack,PortScan,1.0
14187,network,1d_cnn,attack,Web Attack � Brute Force,1.0
14188,network,1d_cnn,benign,BENIGN,0.0
14189,network,1d_cnn,benign,BENIGN,0.0
14190,network,1d_cnn,benign,BENIGN,0.0
14191,network,1d_cnn,benign,BENIGN,0.0
14192,network,1d_cnn,benign,BENIGN,0.0
14193,network,1d_cnn,attack,PortScan,1.0
14194,network,1d_cnn,attack,PortScan,1.0
14195,network,1d_cnn,attack,PortScan,1.0
14196,network,1d_cnn,attack,DoS Hulk,1.0
14197,network,1d_cnn,attack,DDoS,1.0
14198,network,1d_cnn,benign,BENIGN,0.0
14199,network,1d_cnn,attack,PortScan,1.0
14200,network,1d_cnn,attack,DoS Hulk,1.0
14201,network,1d_cnn,attack,DDoS,1.0
14202,network,1d_cnn,attack,DoS Hulk,1.0
14203,network,1d_cnn,benign,BENIGN,0.0
14204,network,1d_cnn,attack,DDoS,1.0
14205,network,1d_cnn,attack,DDoS,1.0
14206,network,1d_cnn,attack,DoS Hulk,1.0
14207,network,1d_cnn,attack,PortScan,1.0
14208,network,1d_cnn,benign,BENIGN,0.0
14209,network,1d_cnn,attack,PortScan,1.0
14210,network,1d_cnn,attack,DDoS,1.0
14211,network,1d_cnn,attack,DoS Hulk,1.0
14212,network,1d_cnn,benign,BENIGN,0.0
14213,network,1d_cnn,benign,BENIGN,0.0
14214,network,1d_cnn,benign,BENIGN,0.0
14215,network,1d_cnn,attack,DDoS,1.0
14216,network,1d_cnn,attack,DDoS,1.0
14217,network,1d_cnn,benign,BENIGN,0.0
14218,network,1d_cnn,attack,DDoS,1.0
14219,network,1d_cnn,attack,DDoS,1.0
14220,network,1d_cnn,attack,DDoS,1.0
14221,network,1d_cnn,attack,PortScan,1.0
14222,network,1d_cnn,benign,BENIGN,0.0
14223,network,1d_cnn,attack,DoS Hulk,1.0
14224,network,1d_cnn,benign,BENIGN,0.0
14225,network,1d_cnn,attack,DDoS,1.0
14226,network,1d_cnn,attack,DoS slowloris,1.0
14227,network,1d_cnn,attack,DDoS,1.0
14228,network,1d_cnn,benign,BENIGN,0.0
14229,network,1d_cnn,attack,DoS Slowhttptest,1.0
14230,network,1d_cnn,attack,FTP-Patator,1.0
14231,network,1d_cnn,attack,DDoS,1.0
14232,network,1d_cnn,benign,BENIGN,0.0
14233,network,1d_cnn,attack,DoS Hulk,1.0
14234,network,1d_cnn,benign,BENIGN,0.0
14235,network,1d_cnn,benign,BENIGN,0.0
14236,network,1d_cnn,attack,PortScan,1.0
14237,network,1d_cnn,benign,BENIGN,0.0
14238,network,1d_cnn,benign,BENIGN,0.0
14239,network,1d_cnn,attack,DoS GoldenEye,1.0
14240,network,1d_cnn,attack,PortScan,1.0
14241,network,1d_cnn,attack,DDoS,1.0
14242,network,1d_cnn,attack,DDoS,1.0
14243,network,1d_cnn,attack,DoS GoldenEye,1.0
14244,network,1d_cnn,attack,DDoS,1.0
14245,network,1d_cnn,attack,DDoS,1.0
14246,network,1d_cnn,attack,FTP-Patator,1.0
14247,network,1d_cnn,attack,PortScan,1.0
14248,network,1d_cnn,benign,BENIGN,0.0
14249,network,1d_cnn,attack,DoS Hulk,1.0
14250,network,1d_cnn,attack,DoS Hulk,1.0
14251,network,1d_cnn,benign,BENIGN,0.0
14252,network,1d_cnn,benign,BENIGN,0.0
14253,network,1d_cnn,attack,DoS Hulk,1.0
14254,network,1d_cnn,attack,DDoS,1.0
14255,network,1d_cnn,attack,DDoS,1.0
14256,network,1d_cnn,attack,DoS Hulk,1.0
14257,network,1d_cnn,attack,DoS Hulk,1.0
14258,network,1d_cnn,benign,BENIGN,0.0
14259,network,1d_cnn,benign,BENIGN,0.0
14260,network,1d_cnn,attack,PortScan,1.0
14261,network,1d_cnn,benign,BENIGN,0.0
14262,network,1d_cnn,benign,BENIGN,0.0
14263,network,1d_cnn,attack,DoS Hulk,1.0
14264,network,1d_cnn,attack,DDoS,1.0
14265,network,1d_cnn,benign,BENIGN,0.0
14266,network,1d_cnn,attack,DDoS,1.0
14267,network,1d_cnn,benign,BENIGN,0.0
14268,network,1d_cnn,attack,DDoS,1.0
14269,network,1d_cnn,benign,BENIGN,0.0
14270,network,1d_cnn,attack,DoS Hulk,1.0
14271,network,1d_cnn,attack,DDoS,1.0
14272,network,1d_cnn,benign,BENIGN,0.0
14273,network,1d_cnn,benign,BENIGN,0.0
14274,network,1d_cnn,benign,BENIGN,0.0
14275,network,1d_cnn,benign,BENIGN,0.0
14276,network,1d_cnn,attack,DDoS,1.0
14277,network,1d_cnn,attack,DoS Hulk,1.0
14278,network,1d_cnn,attack,PortScan,1.0
14279,network,1d_cnn,benign,BENIGN,0.0
14280,network,1d_cnn,benign,BENIGN,0.0
14281,network,1d_cnn,attack,DDoS,1.0
14282,network,1d_cnn,benign,BENIGN,0.0
14283,network,1d_cnn,benign,BENIGN,0.0
14284,network,1d_cnn,benign,BENIGN,0.0
14285,network,1d_cnn,attack,DoS Hulk,1.0
14286,network,1d_cnn,benign,BENIGN,0.0
14287,network,1d_cnn,benign,BENIGN,0.0
14288,network,1d_cnn,attack,DDoS,1.0
14289,network,1d_cnn,attack,PortScan,1.0
14290,network,1d_cnn,attack,DDoS,1.0
14291,network,1d_cnn,benign,BENIGN,0.0
14292,network,1d_cnn,attack,DoS Hulk,1.0
14293,network,1d_cnn,attack,DDoS,1.0
14294,network,1d_cnn,attack,DoS GoldenEye,1.0
14295,network,1d_cnn,attack,DoS Hulk,1.0
14296,network,1d_cnn,attack,PortScan,1.0
14297,network,1d_cnn,benign,BENIGN,0.0
14298,network,1d_cnn,attack,PortScan,1.0
14299,network,1d_cnn,benign,BENIGN,0.0
14300,network,1d_cnn,attack,FTP-Patator,1.0
14301,network,1d_cnn,benign,BENIGN,0.0
14302,network,1d_cnn,benign,BENIGN,0.0
14303,network,1d_cnn,attack,PortScan,1.0
14304,network,1d_cnn,benign,BENIGN,0.0
14305,network,1d_cnn,attack,DoS Hulk,1.0
14306,network,1d_cnn,benign,BENIGN,0.0
14307,network,1d_cnn,attack,PortScan,1.0
14308,network,1d_cnn,benign,BENIGN,0.0
14309,network,1d_cnn,benign,BENIGN,0.0
14310,network,1d_cnn,benign,BENIGN,0.0
14311,network,1d_cnn,benign,BENIGN,0.0
14312,network,1d_cnn,attack,DDoS,1.0
14313,network,1d_cnn,benign,BENIGN,0.0
14314,network,1d_cnn,benign,BENIGN,0.0
14315,network,1d_cnn,attack,DoS Hulk,1.0
