log_id,source,anomaly_score_norm,fusion_unsup
2079,system,3.2168866909548164e-11,normal
2080,system,3.2168866909548164e-11,normal
2081,system,3.2168866909548164e-11,normal
2082,system,3.2168866909548164e-11,normal
2083,system,3.2168866909548164e-11,normal
2084,system,3.2168866909548164e-11,normal
2085,system,3.2168866909548164e-11,normal
2086,system,3.2168866909548164e-11,normal
2087,system,3.2168866909548164e-11,normal
2088,system,3.2168866909548164e-11,normal
2089,system,3.2168866909548164e-11,normal
2090,system,3.2168866909548164e-11,normal
2091,system,3.2168866909548164e-11,normal
2092,system,3.2168866909548164e-11,normal
2093,system,3.2168866909548164e-11,normal
2094,system,3.2168866909548164e-11,normal
2095,system,3.2168866909548164e-11,normal
2096,system,3.2168866909548164e-11,normal
2097,system,3.2168866909548164e-11,normal
2098,system,3.2168866909548164e-11,normal
2099,system,3.2168866909548164e-11,normal
2100,system,3.2168866909548164e-11,normal
2101,system,3.2168866909548164e-11,normal
2102,system,3.2168866909548164e-11,normal
2103,system,3.2168866909548164e-11,normal
2104,system,3.2168866909548164e-11,normal
2105,system,3.2168866909548164e-11,normal
2106,system,3.2168866909548164e-11,normal
2107,system,3.2168866909548164e-11,normal
2108,system,3.2168866909548164e-11,normal
2109,system,3.2168866909548164e-11,normal
2110,system,3.2168866909548164e-11,normal
2111,system,3.2168866909548164e-11,normal
2112,system,3.2168866909548164e-11,normal
2113,system,3.2168866909548164e-11,normal
2114,system,3.2168866909548164e-11,normal
2115,system,3.2168866909548164e-11,normal
2116,system,3.2168866909548164e-11,normal
2117,system,3.2168866909548164e-11,normal
2118,system,3.2168866909548164e-11,normal
2119,system,3.2168866909548164e-11,normal
2120,system,3.2168866909548164e-11,normal
2121,system,3.2168866909548164e-11,normal
2122,system,3.2168866909548164e-11,normal
2123,system,3.2168866909548164e-11,normal
2124,system,3.2168866909548164e-11,normal
2125,system,3.2168866909548164e-11,normal
2126,system,3.2168866909548164e-11,normal
2127,system,3.2168866909548164e-11,normal
2128,system,3.2168866909548164e-11,normal
2129,system,3.2168866909548164e-11,normal
2130,system,3.2168866909548164e-11,normal
2131,system,3.2168866909548164e-11,normal
2132,system,3.2168866909548164e-11,normal
2133,system,3.2168866909548164e-11,normal
2134,system,3.2168866909548164e-11,normal
2135,system,3.2168866909548164e-11,normal
2136,system,3.2168866909548164e-11,normal
2137,system,3.2168866909548164e-11,normal
2138,system,3.2168866909548164e-11,normal
2139,system,3.2168866909548164e-11,normal
2140,system,3.2168866909548164e-11,normal
2141,system,3.2168866909548164e-11,normal
2142,system,3.2168866909548164e-11,normal
2143,system,3.2168866909548164e-11,normal
2144,system,3.2168866909548164e-11,normal
2145,system,3.2168866909548164e-11,normal
2146,system,3.2168866909548164e-11,normal
2147,system,3.2168866909548164e-11,normal
2148,system,3.2168866909548164e-11,normal
2149,system,3.2168866909548164e-11,normal
2150,system,3.2168866909548164e-11,normal
2151,system,3.2168866909548164e-11,normal
2152,system,3.2168866909548164e-11,normal
2153,system,3.2168866909548164e-11,normal
2154,system,3.2168866909548164e-11,normal
2155,system,3.2168866909548164e-11,normal
2156,system,3.2168866909548164e-11,normal
2157,system,3.2168866909548164e-11,normal
2158,system,3.2168866909548164e-11,normal
2159,system,3.2168866909548164e-11,normal
2160,system,3.2168866909548164e-11,normal
2161,system,3.2168866909548164e-11,normal
2162,system,3.2168866909548164e-11,normal
2163,system,3.2168866909548164e-11,normal
2164,system,3.2168866909548164e-11,normal
2165,system,3.2168866909548164e-11,normal
2166,system,3.2168866909548164e-11,normal
2167,system,3.2168866909548164e-11,normal
2168,system,3.2168866909548164e-11,normal
2169,system,3.2168866909548164e-11,normal
2170,system,3.2168866909548164e-11,normal
2171,system,3.2168866909548164e-11,normal
2172,system,3.2168866909548164e-11,normal
2173,system,3.2168866909548164e-11,normal
2174,system,3.2168866909548164e-11,normal
2175,system,3.2168866909548164e-11,normal
2176,system,3.2168866909548164e-11,normal
2177,system,3.2168866909548164e-11,normal
2178,system,3.2168866909548164e-11,normal
2179,system,3.2168866909548164e-11,normal
2180,system,3.2168866909548164e-11,normal
2181,system,3.2168866909548164e-11,normal
2182,system,3.2168866909548164e-11,normal
2183,system,3.2168866909548164e-11,normal
2184,system,3.2168866909548164e-11,normal
2185,system,3.2168866909548164e-11,normal
2186,system,3.2168866909548164e-11,normal
2187,system,3.2168866909548164e-11,normal
2188,system,3.2168866909548164e-11,normal
2189,system,3.2168866909548164e-11,normal
2190,system,3.2168866909548164e-11,normal
2191,system,3.2168866909548164e-11,normal
2192,system,3.2168866909548164e-11,normal
2193,system,3.2168866909548164e-11,normal
2194,system,3.2168866909548164e-11,normal
2195,system,3.2168866909548164e-11,normal
2196,system,3.2168866909548164e-11,normal
2197,system,3.2168866909548164e-11,normal
2198,system,3.2168866909548164e-11,normal
2199,system,3.2168866909548164e-11,normal
2200,system,3.2168866909548164e-11,normal
2201,system,3.2168866909548164e-11,normal
2202,system,3.2168866909548164e-11,normal
2203,system,3.2168866909548164e-11,normal
2204,system,3.2168866909548164e-11,normal
2205,system,3.2168866909548164e-11,normal
2206,system,3.2168866909548164e-11,normal
2207,system,3.2168866909548164e-11,normal
2208,system,3.2168866909548164e-11,normal
2209,system,3.2168866909548164e-11,normal
2210,system,3.2168866909548164e-11,normal
2211,system,3.2168866909548164e-11,normal
2212,system,3.2168866909548164e-11,normal
2213,system,3.2168866909548164e-11,normal
2214,system,3.2168866909548164e-11,normal
2215,system,3.2168866909548164e-11,normal
2216,system,3.2168866909548164e-11,normal
2217,system,3.2168866909548164e-11,normal
2218,system,3.2168866909548164e-11,normal
2219,system,3.2168866909548164e-11,normal
2220,system,3.2168866909548164e-11,normal
2221,system,3.2168866909548164e-11,normal
2222,system,3.2168866909548164e-11,normal
2223,system,3.2168866909548164e-11,normal
2224,system,3.2168866909548164e-11,normal
2225,system,3.2168866909548164e-11,normal
2226,system,3.2168866909548164e-11,normal
2227,system,3.2168866909548164e-11,normal
2228,system,3.2168866909548164e-11,normal
2229,system,3.2168866909548164e-11,normal
2230,system,3.2168866909548164e-11,normal
2231,system,3.2168866909548164e-11,normal
2232,system,3.2168866909548164e-11,normal
2233,system,3.2168866909548164e-11,normal
2234,system,3.2168866909548164e-11,normal
2235,system,3.2168866909548164e-11,normal
2236,system,3.2168866909548164e-11,normal
2237,system,3.2168866909548164e-11,normal
2238,system,3.2168866909548164e-11,normal
2239,system,3.2168866909548164e-11,normal
2240,system,3.2168866909548164e-11,normal
2241,system,3.2168866909548164e-11,normal
2242,system,3.2168866909548164e-11,normal
2243,system,3.2168866909548164e-11,normal
2244,system,3.2168866909548164e-11,normal
2245,system,3.2168866909548164e-11,normal
2246,system,3.2168866909548164e-11,normal
2247,system,3.2168866909548164e-11,normal
2248,system,3.2168866909548164e-11,normal
2249,system,3.2168866909548164e-11,normal
2250,system,3.2168866909548164e-11,normal
2251,system,3.2168866909548164e-11,normal
2252,system,3.2168866909548164e-11,normal
2253,system,3.2168866909548164e-11,normal
2254,system,3.2168866909548164e-11,normal
2255,system,3.2168866909548164e-11,normal
2256,system,3.2168866909548164e-11,normal
2257,system,3.2168866909548164e-11,normal
2258,system,3.2168866909548164e-11,normal
2259,system,3.2168866909548164e-11,normal
2260,system,3.2168866909548164e-11,normal
2261,system,3.2168866909548164e-11,normal
2262,system,3.2168866909548164e-11,normal
2263,system,3.2168866909548164e-11,normal
2264,system,3.2168866909548164e-11,normal
2265,system,3.2168866909548164e-11,normal
2266,system,3.2168866909548164e-11,normal
2267,system,3.2168866909548164e-11,normal
2268,system,3.2168866909548164e-11,normal
2269,system,3.2168866909548164e-11,normal
2270,system,3.2168866909548164e-11,normal
2271,system,3.2168866909548164e-11,normal
2272,system,3.2168866909548164e-11,normal
2273,system,3.2168866909548164e-11,normal
2274,system,3.2168866909548164e-11,normal
2275,system,3.2168866909548164e-11,normal
2276,system,3.2168866909548164e-11,normal
2277,system,3.2168866909548164e-11,normal
2278,system,3.2168866909548164e-11,normal
2279,system,3.2168866909548164e-11,normal
2280,system,3.2168866909548164e-11,normal
2281,system,3.2168866909548164e-11,normal
2282,system,3.2168866909548164e-11,normal
2283,system,3.2168866909548164e-11,normal
2284,system,3.2168866909548164e-11,normal
2285,system,3.2168866909548164e-11,normal
2286,system,3.2168866909548164e-11,normal
2287,system,3.2168866909548164e-11,normal
2288,system,3.2168866909548164e-11,normal
2289,system,3.2168866909548164e-11,normal
2290,system,3.2168866909548164e-11,normal
2291,system,3.2168866909548164e-11,normal
2292,system,3.2168866909548164e-11,normal
2293,system,3.2168866909548164e-11,normal
2294,system,3.2168866909548164e-11,normal
2295,system,3.2168866909548164e-11,normal
2296,system,3.2168866909548164e-11,normal
2297,system,3.2168866909548164e-11,normal
2298,system,3.2168866909548164e-11,normal
2299,system,3.2168866909548164e-11,normal
2300,system,3.2168866909548164e-11,normal
2301,system,3.2168866909548164e-11,normal
2302,system,3.2168866909548164e-11,normal
2303,system,3.2168866909548164e-11,normal
2304,system,3.2168866909548164e-11,normal
2305,system,3.2168866909548164e-11,normal
2306,system,3.2168866909548164e-11,normal
2307,system,3.2168866909548164e-11,normal
2308,system,3.2168866909548164e-11,normal
2309,system,3.2168866909548164e-11,normal
2310,system,3.2168866909548164e-11,normal
2311,system,3.2168866909548164e-11,normal
2312,system,3.2168866909548164e-11,normal
2313,system,3.2168866909548164e-11,normal
2314,system,3.2168866909548164e-11,normal
2315,system,3.2168866909548164e-11,normal
2316,system,3.2168866909548164e-11,normal
2317,system,3.2168866909548164e-11,normal
2318,system,3.2168866909548164e-11,normal
2319,system,3.2168866909548164e-11,normal
2320,system,3.2168866909548164e-11,normal
2321,system,3.2168866909548164e-11,normal
2322,system,3.2168866909548164e-11,normal
2323,system,3.2168866909548164e-11,normal
2324,system,3.2168866909548164e-11,normal
2325,system,3.2168866909548164e-11,normal
2326,system,3.2168866909548164e-11,normal
2327,system,3.2168866909548164e-11,normal
2328,system,3.2168866909548164e-11,normal
2329,system,3.2168866909548164e-11,normal
2330,system,3.2168866909548164e-11,normal
2331,system,3.2168866909548164e-11,normal
2332,system,3.2168866909548164e-11,normal
2333,system,3.2168866909548164e-11,normal
2334,system,3.2168866909548164e-11,normal
2335,system,3.2168866909548164e-11,normal
2336,system,3.2168866909548164e-11,normal
2337,system,3.2168866909548164e-11,normal
2338,system,3.2168866909548164e-11,normal
2339,system,3.2168866909548164e-11,normal
2340,system,3.2168866909548164e-11,normal
2341,system,3.2168866909548164e-11,normal
2342,system,3.2168866909548164e-11,normal
2343,system,3.2168866909548164e-11,normal
2344,system,3.2168866909548164e-11,normal
2345,system,3.2168866909548164e-11,normal
2346,system,3.2168866909548164e-11,normal
2347,system,3.2168866909548164e-11,normal
2348,system,3.2168866909548164e-11,normal
2349,system,3.2168866909548164e-11,normal
2350,system,3.2168866909548164e-11,normal
2351,system,3.2168866909548164e-11,normal
2352,system,3.2168866909548164e-11,normal
2353,system,3.2168866909548164e-11,normal
2354,system,3.2168866909548164e-11,normal
2355,system,3.2168866909548164e-11,normal
2356,system,3.2168866909548164e-11,normal
2357,system,3.2168866909548164e-11,normal
2358,system,3.2168866909548164e-11,normal
2359,system,3.2168866909548164e-11,normal
2360,system,3.2168866909548164e-11,normal
2361,system,3.2168866909548164e-11,normal
2362,system,3.2168866909548164e-11,normal
2363,system,3.2168866909548164e-11,normal
2364,system,3.2168866909548164e-11,normal
2365,system,3.2168866909548164e-11,normal
2366,system,3.2168866909548164e-11,normal
2367,system,3.2168866909548164e-11,normal
2368,system,3.2168866909548164e-11,normal
2369,system,3.2168866909548164e-11,normal
2370,system,3.2168866909548164e-11,normal
2371,system,3.2168866909548164e-11,normal
2372,system,3.2168866909548164e-11,normal
2373,system,3.2168866909548164e-11,normal
2374,system,3.2168866909548164e-11,normal
2375,system,3.2168866909548164e-11,normal
2376,system,3.2168866909548164e-11,normal
2377,system,3.2168866909548164e-11,normal
2378,system,3.2168866909548164e-11,normal
2379,system,3.2168866909548164e-11,normal
2380,system,3.2168866909548164e-11,normal
2381,system,3.2168866909548164e-11,normal
2382,system,3.2168866909548164e-11,normal
2383,system,3.2168866909548164e-11,normal
2384,system,3.2168866909548164e-11,normal
2385,system,3.2168866909548164e-11,normal
2386,system,3.2168866909548164e-11,normal
2387,system,3.2168866909548164e-11,normal
2388,system,3.2168866909548164e-11,normal
2389,system,3.2168866909548164e-11,normal
2390,system,3.2168866909548164e-11,normal
2391,system,3.2168866909548164e-11,normal
2392,system,3.2168866909548164e-11,normal
2393,system,3.2168866909548164e-11,normal
2394,system,3.2168866909548164e-11,normal
2395,system,3.2168866909548164e-11,normal
2396,system,3.2168866909548164e-11,normal
2397,system,3.2168866909548164e-11,normal
2398,system,3.2168866909548164e-11,normal
2399,system,3.2168866909548164e-11,normal
2400,system,3.2168866909548164e-11,normal
2401,system,3.2168866909548164e-11,normal
2402,system,3.2168866909548164e-11,normal
2403,system,3.2168866909548164e-11,normal
2404,system,3.2168866909548164e-11,normal
2405,system,3.2168866909548164e-11,normal
2406,system,3.2168866909548164e-11,normal
2407,system,3.2168866909548164e-11,normal
2408,system,3.2168866909548164e-11,normal
2409,system,3.2168866909548164e-11,normal
2410,system,3.2168866909548164e-11,normal
2411,system,3.2168866909548164e-11,normal
2412,system,3.2168866909548164e-11,normal
2413,system,3.2168866909548164e-11,normal
2414,system,3.2168866909548164e-11,normal
2415,system,3.2168866909548164e-11,normal
2416,system,3.2168866909548164e-11,normal
2417,system,3.2168866909548164e-11,normal
2418,system,3.2168866909548164e-11,normal
2419,system,3.2168866909548164e-11,normal
2420,system,3.2168866909548164e-11,normal
2421,system,3.2168866909548164e-11,normal
2422,system,3.2168866909548164e-11,normal
2423,system,3.2168866909548164e-11,normal
2424,system,3.2168866909548164e-11,normal
2425,system,3.2168866909548164e-11,normal
2426,system,3.2168866909548164e-11,normal
2427,system,3.2168866909548164e-11,normal
2428,system,3.2168866909548164e-11,normal
2429,system,3.2168866909548164e-11,normal
2430,system,3.2168866909548164e-11,normal
2431,system,3.2168866909548164e-11,normal
2432,system,3.2168866909548164e-11,normal
2433,system,3.2168866909548164e-11,normal
2434,system,3.2168866909548164e-11,normal
2435,system,3.2168866909548164e-11,normal
2436,system,3.2168866909548164e-11,normal
2437,system,3.2168866909548164e-11,normal
2438,system,3.2168866909548164e-11,normal
2439,system,3.2168866909548164e-11,normal
2440,system,3.2168866909548164e-11,normal
2441,system,3.2168866909548164e-11,normal
2442,system,3.2168866909548164e-11,normal
2443,system,3.2168866909548164e-11,normal
2444,system,3.2168866909548164e-11,normal
2445,system,3.2168866909548164e-11,normal
2446,system,3.2168866909548164e-11,normal
2447,system,3.2168866909548164e-11,normal
2448,system,3.2168866909548164e-11,normal
2449,system,3.2168866909548164e-11,normal
2450,system,3.2168866909548164e-11,normal
2451,system,3.2168866909548164e-11,normal
2452,system,3.2168866909548164e-11,normal
2453,system,3.2168866909548164e-11,normal
2454,system,3.2168866909548164e-11,normal
2455,system,3.2168866909548164e-11,normal
2456,system,3.2168866909548164e-11,normal
2457,system,3.2168866909548164e-11,normal
2458,system,3.2168866909548164e-11,normal
2459,system,3.2168866909548164e-11,normal
2460,system,3.2168866909548164e-11,normal
2461,system,3.2168866909548164e-11,normal
2462,system,3.2168866909548164e-11,normal
2463,system,3.2168866909548164e-11,normal
2464,system,3.2168866909548164e-11,normal
2465,system,3.2168866909548164e-11,normal
2466,system,3.2168866909548164e-11,normal
2467,system,3.2168866909548164e-11,normal
2468,system,3.2168866909548164e-11,normal
2469,system,3.2168866909548164e-11,normal
2470,system,3.2168866909548164e-11,normal
2471,system,3.2168866909548164e-11,normal
2472,system,3.2168866909548164e-11,normal
2473,system,3.2168866909548164e-11,normal
2474,system,3.2168866909548164e-11,normal
2475,system,3.2168866909548164e-11,normal
2476,system,3.2168866909548164e-11,normal
2477,system,3.2168866909548164e-11,normal
2478,system,3.2168866909548164e-11,normal
2479,system,3.2168866909548164e-11,normal
2480,system,3.2168866909548164e-11,normal
2481,system,3.2168866909548164e-11,normal
2482,system,3.2168866909548164e-11,normal
2483,system,3.2168866909548164e-11,normal
2484,system,3.2168866909548164e-11,normal
2485,system,3.2168866909548164e-11,normal
2486,system,3.2168866909548164e-11,normal
2487,system,3.2168866909548164e-11,normal
2488,system,3.2168866909548164e-11,normal
2489,system,3.2168866909548164e-11,normal
2490,system,3.2168866909548164e-11,normal
2491,system,3.2168866909548164e-11,normal
2492,system,3.2168866909548164e-11,normal
2493,system,3.2168866909548164e-11,normal
2494,system,3.2168866909548164e-11,normal
2495,system,3.2168866909548164e-11,normal
2496,system,3.2168866909548164e-11,normal
2497,system,3.2168866909548164e-11,normal
2498,system,3.2168866909548164e-11,normal
2499,system,3.2168866909548164e-11,normal
2500,system,3.2168866909548164e-11,normal
2501,system,3.2168866909548164e-11,normal
2502,system,3.2168866909548164e-11,normal
2503,system,3.2168866909548164e-11,normal
2504,system,3.2168866909548164e-11,normal
2505,system,3.2168866909548164e-11,normal
2506,system,3.2168866909548164e-11,normal
2507,system,3.2168866909548164e-11,normal
2508,system,3.2168866909548164e-11,normal
2509,system,3.2168866909548164e-11,normal
2510,system,3.2168866909548164e-11,normal
2511,system,3.2168866909548164e-11,normal
2512,system,3.2168866909548164e-11,normal
2513,system,3.2168866909548164e-11,normal
2514,system,3.2168866909548164e-11,normal
2515,system,3.2168866909548164e-11,normal
2516,system,3.2168866909548164e-11,normal
2517,system,3.2168866909548164e-11,normal
2518,system,3.2168866909548164e-11,normal
2519,system,3.2168866909548164e-11,normal
2520,system,3.2168866909548164e-11,normal
2521,system,3.2168866909548164e-11,normal
2522,system,3.2168866909548164e-11,normal
2523,system,3.2168866909548164e-11,normal
2524,system,3.2168866909548164e-11,normal
2525,system,3.2168866909548164e-11,normal
2526,system,3.2168866909548164e-11,normal
2527,system,3.2168866909548164e-11,normal
2528,system,3.2168866909548164e-11,normal
2529,system,3.2168866909548164e-11,normal
2530,system,3.2168866909548164e-11,normal
2531,system,3.2168866909548164e-11,normal
2532,system,3.2168866909548164e-11,normal
2533,system,3.2168866909548164e-11,normal
2534,system,3.2168866909548164e-11,normal
2535,system,3.2168866909548164e-11,normal
2536,system,3.2168866909548164e-11,normal
2537,system,3.2168866909548164e-11,normal
2538,system,3.2168866909548164e-11,normal
2539,system,3.2168866909548164e-11,normal
2540,system,3.2168866909548164e-11,normal
2541,system,3.2168866909548164e-11,normal
2542,system,3.2168866909548164e-11,normal
2543,system,3.2168866909548164e-11,normal
2544,system,3.2168866909548164e-11,normal
2545,system,3.2168866909548164e-11,normal
2546,system,3.2168866909548164e-11,normal
2547,system,3.2168866909548164e-11,normal
2548,system,3.2168866909548164e-11,normal
2549,system,3.2168866909548164e-11,normal
2550,system,3.2168866909548164e-11,normal
2551,system,3.2168866909548164e-11,normal
2552,system,3.2168866909548164e-11,normal
2553,system,3.2168866909548164e-11,normal
2554,system,3.2168866909548164e-11,normal
2555,system,3.2168866909548164e-11,normal
2556,system,3.2168866909548164e-11,normal
2557,system,3.2168866909548164e-11,normal
2558,system,3.2168866909548164e-11,normal
2559,system,3.2168866909548164e-11,normal
2560,system,3.2168866909548164e-11,normal
2561,system,3.2168866909548164e-11,normal
2562,system,3.2168866909548164e-11,normal
2563,system,3.2168866909548164e-11,normal
2564,system,3.2168866909548164e-11,normal
2565,system,3.2168866909548164e-11,normal
2566,system,3.2168866909548164e-11,normal
2567,system,3.2168866909548164e-11,normal
2568,system,3.2168866909548164e-11,normal
2569,system,3.2168866909548164e-11,normal
2570,system,3.2168866909548164e-11,normal
2571,system,3.2168866909548164e-11,normal
2572,system,3.2168866909548164e-11,normal
2573,system,3.2168866909548164e-11,normal
2574,system,3.2168866909548164e-11,normal
2575,system,3.2168866909548164e-11,normal
2576,system,3.2168866909548164e-11,normal
2577,system,3.2168866909548164e-11,normal
2578,system,3.2168866909548164e-11,normal
2579,system,3.2168866909548164e-11,normal
2580,system,3.2168866909548164e-11,normal
2581,system,3.2168866909548164e-11,normal
2582,system,3.2168866909548164e-11,normal
2583,system,3.2168866909548164e-11,normal
2584,system,3.2168866909548164e-11,normal
2585,system,3.2168866909548164e-11,normal
2586,system,3.2168866909548164e-11,normal
2587,system,3.2168866909548164e-11,normal
2588,system,3.2168866909548164e-11,normal
2589,system,3.2168866909548164e-11,normal
2590,system,3.2168866909548164e-11,normal
2591,system,3.2168866909548164e-11,normal
2592,system,3.2168866909548164e-11,normal
2593,system,3.2168866909548164e-11,normal
2594,system,3.2168866909548164e-11,normal
2595,system,3.2168866909548164e-11,normal
2596,system,3.2168866909548164e-11,normal
2597,system,3.2168866909548164e-11,normal
2598,system,3.2168866909548164e-11,normal
2599,system,3.2168866909548164e-11,normal
2600,system,3.2168866909548164e-11,normal
2601,system,3.2168866909548164e-11,normal
2602,system,3.2168866909548164e-11,normal
2603,system,3.2168866909548164e-11,normal
2604,system,3.2168866909548164e-11,normal
2605,system,3.2168866909548164e-11,normal
2606,system,3.2168866909548164e-11,normal
2607,system,3.2168866909548164e-11,normal
2608,system,3.2168866909548164e-11,normal
2609,system,3.2168866909548164e-11,normal
2610,system,3.2168866909548164e-11,normal
2611,system,3.2168866909548164e-11,normal
2612,system,3.2168866909548164e-11,normal
2613,system,3.2168866909548164e-11,normal
2614,system,3.2168866909548164e-11,normal
2615,system,3.2168866909548164e-11,normal
2616,system,3.2168866909548164e-11,normal
2617,system,3.2168866909548164e-11,normal
2618,system,3.2168866909548164e-11,normal
2619,system,3.2168866909548164e-11,normal
2620,system,3.2168866909548164e-11,normal
2621,system,3.2168866909548164e-11,normal
2622,system,3.2168866909548164e-11,normal
2623,system,3.2168866909548164e-11,normal
2624,system,3.2168866909548164e-11,normal
2625,system,3.2168866909548164e-11,normal
2626,system,3.2168866909548164e-11,normal
2627,system,3.2168866909548164e-11,normal
2628,system,3.2168866909548164e-11,normal
2629,system,3.2168866909548164e-11,normal
2630,system,3.2168866909548164e-11,normal
2631,system,3.2168866909548164e-11,normal
2632,system,3.2168866909548164e-11,normal
2633,system,3.2168866909548164e-11,normal
2634,system,3.2168866909548164e-11,normal
2635,system,3.2168866909548164e-11,normal
2636,system,3.2168866909548164e-11,normal
2637,system,3.2168866909548164e-11,normal
2638,system,3.2168866909548164e-11,normal
2639,system,3.2168866909548164e-11,normal
2640,system,3.2168866909548164e-11,normal
2641,system,3.2168866909548164e-11,normal
2642,system,3.2168866909548164e-11,normal
2643,system,3.2168866909548164e-11,normal
2644,system,3.2168866909548164e-11,normal
2645,system,0.007344703807385263,normal
2646,system,3.2168866909548164e-11,normal
2647,system,3.2168866909548164e-11,normal
2648,system,3.2168866909548164e-11,normal
2649,system,3.2168866909548164e-11,normal
2650,system,3.2168866909548164e-11,normal
2651,system,3.2168866909548164e-11,normal
2652,system,3.2168866909548164e-11,normal
2653,system,3.2168866909548164e-11,normal
2654,system,3.2168866909548164e-11,normal
2655,system,3.2168866909548164e-11,normal
2656,system,3.2168866909548164e-11,normal
2657,system,3.2168866909548164e-11,normal
2658,system,3.2168866909548164e-11,normal
2659,system,3.2168866909548164e-11,normal
2660,system,3.2168866909548164e-11,normal
2661,system,3.2168866909548164e-11,normal
2662,system,3.2168866909548164e-11,normal
2663,system,3.2168866909548164e-11,normal
2664,system,3.2168866909548164e-11,normal
2665,system,3.2168866909548164e-11,normal
2666,system,3.2168866909548164e-11,normal
2667,system,3.2168866909548164e-11,normal
2668,system,3.2168866909548164e-11,normal
2669,system,3.2168866909548164e-11,normal
2670,system,3.2168866909548164e-11,normal
2671,system,3.2168866909548164e-11,normal
2672,system,3.2168866909548164e-11,normal
2673,system,3.2168866909548164e-11,normal
2674,system,3.2168866909548164e-11,normal
2675,system,3.2168866909548164e-11,normal
2676,system,3.2168866909548164e-11,normal
2677,system,3.2168866909548164e-11,normal
2678,system,3.2168866909548164e-11,normal
2679,system,3.2168866909548164e-11,normal
2680,system,3.2168866909548164e-11,normal
2681,system,3.2168866909548164e-11,normal
2682,system,3.2168866909548164e-11,normal
2683,system,3.2168866909548164e-11,normal
2684,system,3.2168866909548164e-11,normal
2685,system,3.2168866909548164e-11,normal
2686,system,3.2168866909548164e-11,normal
2687,system,3.2168866909548164e-11,normal
2688,system,3.2168866909548164e-11,normal
2689,system,3.2168866909548164e-11,normal
2690,system,3.2168866909548164e-11,normal
2691,system,3.2168866909548164e-11,normal
2692,system,3.2168866909548164e-11,normal
2693,system,3.2168866909548164e-11,normal
2694,system,3.2168866909548164e-11,normal
2695,system,3.2168866909548164e-11,normal
2696,system,3.2168866909548164e-11,normal
2697,system,3.2168866909548164e-11,normal
2698,system,3.2168866909548164e-11,normal
2699,system,3.2168866909548164e-11,normal
2700,system,3.2168866909548164e-11,normal
2701,system,3.2168866909548164e-11,normal
2702,system,3.2168866909548164e-11,normal
2703,system,3.2168866909548164e-11,normal
2704,system,3.2168866909548164e-11,normal
2705,system,3.2168866909548164e-11,normal
2706,system,3.2168866909548164e-11,normal
2707,system,3.2168866909548164e-11,normal
2708,system,3.2168866909548164e-11,normal
2709,system,3.2168866909548164e-11,normal
2710,system,3.2168866909548164e-11,normal
2711,system,3.2168866909548164e-11,normal
2712,system,3.2168866909548164e-11,normal
2713,system,3.2168866909548164e-11,normal
2714,system,3.2168866909548164e-11,normal
2715,system,3.2168866909548164e-11,normal
2716,system,3.2168866909548164e-11,normal
2717,system,3.2168866909548164e-11,normal
2718,system,3.2168866909548164e-11,normal
2719,system,3.2168866909548164e-11,normal
2720,system,3.2168866909548164e-11,normal
2721,system,3.2168866909548164e-11,normal
2722,system,3.2168866909548164e-11,normal
2723,system,3.2168866909548164e-11,normal
2724,system,3.2168866909548164e-11,normal
2725,system,3.2168866909548164e-11,normal
2726,system,3.2168866909548164e-11,normal
2727,system,3.2168866909548164e-11,normal
2728,system,3.2168866909548164e-11,normal
2729,system,3.2168866909548164e-11,normal
2730,system,3.2168866909548164e-11,normal
2731,system,3.2168866909548164e-11,normal
2732,system,3.2168866909548164e-11,normal
2733,system,3.2168866909548164e-11,normal
2734,system,3.2168866909548164e-11,normal
2735,system,3.2168866909548164e-11,normal
2736,system,3.2168866909548164e-11,normal
2737,system,3.2168866909548164e-11,normal
2738,system,3.2168866909548164e-11,normal
2739,system,3.2168866909548164e-11,normal
2740,system,3.2168866909548164e-11,normal
2741,system,3.2168866909548164e-11,normal
2742,system,3.2168866909548164e-11,normal
2743,system,3.2168866909548164e-11,normal
2744,system,3.2168866909548164e-11,normal
2745,system,3.2168866909548164e-11,normal
2746,system,3.2168866909548164e-11,normal
2747,system,3.2168866909548164e-11,normal
2748,system,3.2168866909548164e-11,normal
2749,system,3.2168866909548164e-11,normal
2750,system,3.2168866909548164e-11,normal
2751,system,3.2168866909548164e-11,normal
2752,system,3.2168866909548164e-11,normal
2753,system,3.2168866909548164e-11,normal
2754,system,0.007344703807385263,normal
2755,system,3.2168866909548164e-11,normal
2756,system,3.2168866909548164e-11,normal
2757,system,3.2168866909548164e-11,normal
2758,system,3.2168866909548164e-11,normal
2759,system,3.2168866909548164e-11,normal
2760,system,3.2168866909548164e-11,normal
2761,system,3.2168866909548164e-11,normal
2762,system,0.01318181089437003,anomaly
2763,system,3.2168866909548164e-11,normal
2764,system,3.2168866909548164e-11,normal
2765,system,3.2168866909548164e-11,normal
2766,system,3.2168866909548164e-11,normal
2767,system,3.2168866909548164e-11,normal
2768,system,3.2168866909548164e-11,normal
2769,system,3.2168866909548164e-11,normal
2770,system,3.2168866909548164e-11,normal
2771,system,3.2168866909548164e-11,normal
2772,system,3.2168866909548164e-11,normal
2773,system,3.2168866909548164e-11,normal
2774,system,3.2168866909548164e-11,normal
2775,system,3.2168866909548164e-11,normal
2776,system,3.2168866909548164e-11,normal
2777,system,3.2168866909548164e-11,normal
